state,pws,city,updatedAt,views,latitude,longitude,elevation,type,distance
ID,KIDNAMPA33,Nampa,2,15,43.474,-116.521,2680,AcuRite Pro Weather Center,102.515
WY,KWYJACKS4,Jackson,7 minutes,70,43.475,-110.804,6141,Vantage Pro 2,15.744
WY,KWYJACKS14,Jackson,7 minutes,66,43.475,-110.743,6329,AcuRite Pro Weather Center,16.602
WY,KWYJACKS17,Jackson,7 minutes,31,43.476,-110.765,0,Netatmo,16.016
ID,KIDIDAHO28,Idaho Falls,30,19,43.477,-112.005,4721,Netatmo,35.357
ID,M234J1,Mountain Home,,5,43.478,-115.31,,,93.982
IA,KIABUFFA2,Buffalo Center,,65,43.479,-94.013,1155,AcuRite Pro Weather Center,408.945
ID,MSRSI1,Fairfield,7,5,43.48,-114.83,5736,,74.827
WY,KWYWILSO11,Wilson,8 minutes,18,43.48,-110.831,6181,Netatmo,15.294
ID,KIDNAMPA27,Nampa,8,11,43.481,-116.541,2569,Ambient Weather WS-1001-WiFi (Wireless),102.664
ID,KIDIDAHO43,Idaho Falls,3 minutes,6,43.481,-111.907,4715,other,36.093
OR,MEMFO3,Crescent Lake,11 minutes,8,43.483,-122.23,3837,,146.912
WY,MJKNW4,Jackson,5 minutes,6,43.484,-110.76,6884,,15.248
ID,MSLDMT,Fairfield,7,8,43.485,-114.907,9525,,76.371
ID,KIDKUNA6,Kuna,2 minutes,68,43.486,-116.437,2677,other,98.104
ID,KIDIDAHO40,Idaho Falls,6,20,43.487,-111.897,4951,AcuRite Pro Weather Center,35.668
ID,KIDIDAHO6,Idaho Falls,33,106,43.487,-112.028,4711,Vantage Pro2 (Fan-Aspirated),34.224
ID,MLSMID,Fairfield,,6,43.488,-114.886,,,75.448
ID,MSLDMS,Fairfield,7,4,43.488,-114.888,7996,,75.505
IA,KIANORTH24,Northwood,28,39,43.488,-93.245,1234,AcuRite Pro Weather Center,434.947
ID,KIDIDAHO47,Idaho Falls,3 minutes,167,43.494,-111.93,4750,Ambient Weather WS-1001-WiFi (Wireless),34.251
ID,MBRFI1,Mountain Home,4,5,43.496,-115.308,4349,,92.353
OR,MCAFO3,Fort Rock,35,9,43.496,-121.06,4578,,144.943
ID,KIDIDAHO27,Idaho Falls,3 minutes,21,43.498,-112.01,4738,AcuRite Pro Weather Center,33.012
IA,KIANORTH23,Northwood,8 minutes,110,43.498,-93.331,1234,Ambient Weather WS-1400-IP (Wireless),432.734
ID,MAW215,Pine,,4,43.5,-115.31,,,92.123
ID,MITD15,Idaho Falls,24,7,43.5,-112.06,4762,,32.922
WY,MLTWW4,Dubois,13 minutes,6,43.5,-109.75,9367,,12.884
WY,MKTE2,Wilson,,3,43.501,-110.967,,,18.152
WY,KWYWILSO5,Wilson,8 minutes,30,43.501,-110.875,6158,Netatmo,13.934
WY,KWYWILSO9,Wilson,8 minutes,9,43.501,-110.879,0,Netatmo,14.062
ID,KIDPINE1,Pine,6,33,43.502,-115.314,4349,Peet Bros,92.168
OR,KORNORTH12,North Bend,7 minutes,64,43.502,-124.211,128,Ambient Weather WS-1001-WiFi (Wireless),160.151
ID,MRWM,Atomic City,4,11,43.503,-113.046,ft,,54.411
ID,KIDKUNA8,Kuna,2 minutes,28,43.503,-116.425,2697,Ambient Weather WS-1400-IP (Wireless),95.98
ID,MIDA,Idaho Falls,24,17,43.504,-112.05,ft,,32.412
ID,KIDIDAHO38,Idaho Falls,3 minutes,8,43.505,-111.938,4751,AcuRite Pro Weather Center,32.92
OR,KORCRESC4,Crescent Lake,28 minutes,32,43.505,-121.925,0,Netatmo,138.468
ID,MITD95,Atomic City,2,4,43.506,-112.888,4946,,59.564
ID,MITD84,Boise,,9,43.507,-116.143,,,87.551
ID,MITD38,Boise,11 minutes,3,43.508,-116.142,3148,,87.424
ID,KIDIDAHO48,Idaho Falls,3 minutes,137,43.508,-111.966,4752,Davis Vantage Pro2 (Wireless),32.202
WY,KWYWILSO10,Wilson,8 minutes,114,43.508,-110.845,6150,AcuRite Pro Weather Center,12.431
ID,MPRAI1,Boise,8,22,43.51,-115.57,4798,,88.218
ID,KIDIDAHO29,Idaho Falls,3 minutes,138,43.51,-111.937,4767,Ambient Weather WS-1001-WiFi (Wireless),32.393
WY,KWYJACKS26,Jackson,,1,43.511,-110.807,6584,Netatmo,11.74
OR,MNCLO3,Crescent Lake,,10,43.512,-121.95,4906,,138.054
ID,KIDHAILE13,Hailey,2,158,43.514,-114.304,5318,LaCrosse,70.649
OR,MSHFO3,Riley,,10,43.515,-119.293,4398,,123.726
ID,MTS113,Bellevue,,5,43.516,-114.143,,,75.18
WY,MD1489,Wilson,,30,43.516,-110.842,6182,,11.51
OR,MOWFO3,Adrian,8 minutes,4,43.518,-117.24,4667,,98.743
ID,KIDBOISE49,Boise,,1140,43.52,-116.054,3100,other,84.68
WY,MPHBW4,Wilson,6 minutes,23,43.52,-110.91,8196,,13.521
ID,KIDNAMPA34,Nampa,3,17,43.521,-116.648,0,Netatmo,103.75
ID,MHLSI1,Hailey,6,8,43.525,-114.314,5297,,69.249
OR,MOKFO3,Crescent,16 minutes,8,43.525,-121.816,4887,,135.057
ID,MITD91,Ririe,8,5,43.527,-111.5,5762,,51.548
ID,KIDNAMPA26,Nampa,7,13,43.529,-116.541,2573,Ambient Weather WS-1200-IP (Wireless),98.128
OR,KOROAKLA3,Oakland,4 minutes,37,43.531,-123.327,715,AcuRite Pro Weather Center,142.451
ID,M690,Atomic City,1,11,43.533,-112.948,ft,,54.557
ID,KIDNAMPA37,Nampa,1,24,43.533,-116.545,2541,AcuRite Pro Weather Center,97.929
ID,KIDBOISE209,Boise,,232,43.533,-116.328,2756,Ambient Weather WS-1001-WiFi (Wireless),89.618
ID,KIDNAMPA17,Nampa,0,52,43.534,-116.53,2549,Davis Vantage Pro2 (Cabled),97.183
ID,KIDBOISE154,Boise,,23,43.536,-116.337,2736,Davis Vantage Pro2 (Cabled),89.606
OR,MRTFO3,Riverside,0,28,43.536,-117.835,4431,,107.645
OR,KORLAPIN15,La Pine,43,90,43.537,-121.492,4300,Ambient Weather WS-2090 (Wireless),133.411
WY,MD1230,Jackson,,6,43.538,-110.74,,,10.337
ID,KIDNAMPA21,Nampa,10,52,43.539,-116.526,2526,AcuRite Pro Weather Center,96.541
WY,KWYDUBOI2,Dubois,14 minutes,56,43.539,-109.672,7050,Davis Vantage Pro2 Plus (Wireless),13.008
ID,MPCRI1,Victor,2,15,43.54,-111.201,6891,,32.84
WY,KWYWILSO3,Wilson,,42,43.54,-110.83,6222,Davis Vantage Pro 2,8.696
ID,KIDNAMPA29,Nampa,2,22,43.541,-116.587,2570,AcuRite Pro Weather Center,99.078
ID,KIDIDAHO30,Idaho,48,96,43.541,-116.148,3051,Davis Vantage Vue (Wireless),83.991
WY,MC8922,Dubois,,5,43.542,-109.631,,,12.819
OR,MOD102,Riley,,13,43.542,-119.504,4221,,129.02
ID,KIDBOISE58,Boise,5,20,43.543,-116.322,2715,Vantage Vue,88.406
ID,KIDBOISE133,Boise,18,15,43.544,-116.113,3009,other,82.989
WY,MD8880,Dubois,,2,43.546,-109.669,,,13.693
ID,KIDBOISE126,Boise,11,74,43.547,-116.334,2720,Ambient Weather WS-1001-WiFi (Wireless),88.392
ID,KIDBOISE178,Boise,8,17,43.547,-116.27,2817,AcuRite Pro Weather Center,86.398
ID,KIDBOISE176,Boise,14,300,43.547,-116.291,2743,AcuRite Pro Weather Center,87.023
ID,KIDBOISE188,Boise,14,10,43.547,-116.289,2751,other,86.963
ID,MKET,Idaho Falls,,7,43.548,-112.326,ft,,36.817
ID,MPBF,Atomic City,4,13,43.548,-112.87,ft,,56.43
ID,MLOS,Atomic City,4,6,43.549,-113.008,ft,,50.809
ID,KIDNAMPA23,Nampa,4,18,43.55,-116.585,2512,Ambient Weather WS-1001-WiFi (Wireless),98.165
ID,KIDBOISE111,Boise,14,17,43.55,-116.275,2808,AcuRite Pro Weather Center,86.234
WY,MRHKW4,Wright,8,15,43.551,-105.092,5195,,107.593
ID,MITD79,Idaho Falls,,4,43.554,-112.418,,,41.696
ID,MITD99,Idaho Falls,,8,43.554,-112.418,5110,,41.696
ID,MITD93,Atomic City,2,4,43.554,-112.588,5421,,52.942
ID,KIDHAILE9,Hailey,1,32,43.554,-114.314,5518,Ambient Weather WS-1001-WiFi (Wireless),66.161
ID,ME9104,Arco,,8,43.555,-113.557,5641,,51.082
OR,MBAFO3,Crane,50,6,43.557,-118.407,5589,,109.973
ID,KIDBOISE98,Boise,3,10,43.559,-116.338,2707,Ambient Weather WS-1001-WiFi (Wireless),87.312
ID,KIDBOISE83,Boise,7,25,43.559,-116.285,2785,AcuRite Pro Weather Center,85.606
OR,KORNORTH32,North Bend,33,41,43.559,-124.163,33,Ambient Weather WS-1200-IP (Wireless),155.441
ID,KIDHOMED4,Homedale,30,184,43.56,-116.984,2461,Davis Vantage Pro2 Plus (Wireless),96.406
ID,KIDBOISE104,Boise,56,34,43.56,-116.131,2838,Davis Vantage Pro2 (Cabled),81.603
ID,KIDBOISE184,Boise,12,26,43.561,-116.1,2861,AcuRite Pro Weather Center,80.915
WY,MSPLW4,Lysite,,10,43.561,-107.397,6550,,60.032
ID,KIDBOISE127,Boise,11,41,43.562,-116.165,2822,AcuRite Pro Weather Center,82.107
OR,MBWFO3,Brothers,3 minutes,5,43.563,-120.236,4493,,119.845
ID,KIDNAMPA35,Nampa,1,23,43.564,-116.594,2516,AcuRite Pro Weather Center,97.319
ID,MTT431,Boise,,3,43.565,-116.208,,,82.819
ID,MTT432,Boise,,3,43.565,-116.208,,,82.819
ID,MTT430,Boise,,3,43.565,-116.208,,,82.819
ID,MTT379,Boise,,3,43.565,-116.209,,,82.845
ID,MTT005,Boise,12,5,43.565,-116.209,2820,,82.845
ID,MTT245,Boise,,7,43.565,-116.209,2866,,82.845
ID,MTT006,Boise,,11,43.565,-116.208,2827,,82.819
ID,MTS976,Boise,,3,43.565,-116.209,,,82.845
ID,MTT041,Boise,,4,43.565,-116.208,,,82.819
ID,MTS100,Boise,,3,43.565,-116.209,,,82.845
ID,MTS977,Boise,,6,43.565,-116.209,,,82.845
ID,MTS714,Boise,,4,43.565,-116.209,,,82.845
ID,MTS603,Boise,,6,43.565,-116.209,,,82.845
ID,MTR227,Boise,,3,43.565,-116.209,,,82.845
ID,MITD03,Boise,,3,43.566,-116.198,,,82.462
ID,KIDBOISE97,Boise,9,28,43.567,-116.318,2730,Ambient Weather WS-1400-IP (Wireless),85.835
ID,KIDBOISE80,Boise,3,116,43.567,-116.154,2772,Davis Vantage Vue (Wireless),81.33
ID,MNWAI1,Boise,,4,43.568,-116.211,,,82.581
ID,MTT269,Boise,,4,43.568,-116.211,,,82.581
ID,MRDKI1,Boise,,4,43.568,-116.211,,,82.581
ID,MPCPI1,Victor,2,14,43.57,-111.21,6717,,32.847
ID,MITD71,Boise,,7,43.57,-116.032,3775,,78.913
ID,KIDMERID52,Meridian,,61,43.571,-116.365,2651,Ambient Weather WS-1001-WiFi (Wireless),87.052
WY,MD0993,Dubois,13 minutes,15,43.571,-109.827,8429,,22.796
ID,MITD98,Idaho Falls,,4,43.572,-112.073,,,25.12
ID,MTT325,Boise,3,4,43.572,-116.283,2755,,84.208
ID,MWAGI1,Atlanta,3,4,43.572,-115.327,6382,,87.213
ID,KIDMERID61,Meridian,8,39,43.572,-116.401,2605,AcuRite Pro Weather Center,88.285
ID,KIDBOISE121,Boise,26,23,43.572,-116.123,2795,Netatmo,80.153
ID,KIDMERID63,Meridian,1,39,43.573,-116.409,2700,LaCrosse,88.494
ID,KIDHOMED2,"Homedale, 3 SW",29,34,43.573,-116.971,2365,Davis Vantage Pro 2,95.233
ID,MC7501,Boise,,3,43.574,-116.279,,,83.88
ID,MD8334,Boise,,3,43.575,-116.16,,,80.607
ID,KIDBOISE62,Boise,9,49,43.575,-116.16,2760,Vantage Vue,80.607
ID,KIDNAMPA20,Nampa,3,73,43.576,-116.54,2507,LaCrosse Weather Pro Center 2800 Series,93.723
ID,MC7544,Nampa,,6,43.577,-116.509,,,92.244
ID,KIDMERID58,Meridian,,35,43.577,-116.356,2640,AcuRite Pro Weather Center,86.132
ID,KIDBOISE175,Boise,9,8,43.577,-116.337,2680,AcuRite Pro Weather Center,85.466
OR,MODT37,Riley,,8,43.577,-119.928,4555,,118.927
ID,KIDBOISE108,Boise,7,26,43.578,-116.327,2677,Ambient Weather WS-1400-IP (Wireless),85.023
ID,KIDBOISE87,Boise,11,4,43.578,-116.178,2752,Idaho Department of Environmental Quality,80.704
ID,KIDBOISE138,Boise,25,10,43.578,-116.133,2795,Netatmo,79.707
WY,MMFBW4,Lysite,,3,43.578,-107.138,,,64.193
WY,MDUBW4,Dubois,13 minutes,12,43.579,-109.759,7186,,20.024
ID,KIDNAMPA19,Nampa,3,3,43.58,-116.563,2493,Idaho Department of Environmental Quality,94.416
ID,KIDBOISE128,Boise,15,28,43.58,-116.24,2808,AcuRite Pro Weather Center,82.109
WY,MJHB,Teton Village,4 minutes,62,43.58,-110.85,ft,,5.283
OR,MKBNO,Burns,,6,43.58,-118.95,,,108.114
ID,MRIWI1,Ririe,15,12,43.581,-111.742,5116,,32.768
ID,ME1982,Boise,,3,43.581,-116.347,,,85.414
ID,KIDMERID51,Meridian,,6,43.581,-116.347,2674,Davis Vantage Pro2 (Wireless),85.414
ID,KIDBOISE187,Boise,6,157,43.582,-116.232,2826,AcuRite Pro Weather Center,81.677
ID,KIDBOISE195,Boise,6,20,43.584,-116.233,867,AcuRite Pro Weather Center,81.496
ID,MTRA,Atomic City,2,6,43.585,-112.969,ft,,48.681
ID,KIDNAMPA13,Nampa,8,152,43.585,-116.601,2490,Heavy Weather Pro WS2800,95.776
ID,KIDNAMPA41,Nampa,3,38,43.585,-116.606,2466,AcuRite Pro Weather Center,96.02
ID,KIDVICTO1,Victor,14,97,43.586,-111.094,6200,Ambient Weather WS-1001-WiFi (Wireless),23.315
ID,KIDNAMPA46,Nampa,8,19,43.586,-116.479,2340,Ambient Weather WS-1001-WiFi (Wireless),90.098
ID,KIDHAILE11,Hailey,2,160,43.586,-114.338,5563,Ambient Weather WS-1001-WiFi (Wireless),62.2
ID,KIDNAMPA45,Nampa,1,18,43.587,-116.544,2500,LaCrosse,92.898
ID,KIDIDAHO34,Idaho Falls,3 minutes,31,43.587,-111.985,0,Netatmo,23.298
ID,KIDBOISE161,Boise,25,14,43.587,-116.155,0,Netatmo,79.214
ID,MLUFI1,Boise,,10,43.588,-115.993,,,76.503
ID,KIDBOISE217,Boise,5,15,43.588,-116.33,2612,AcuRite Pro Weather Center,84.119
WY,KWYJACKS25,Jackson,7 minutes,66,43.588,-110.749,6378,Ambient Weather WS-1001-WiFi (Wireless),5.753
OR,KORYONCA2,Yoncalla,33,36,43.588,-123.322,846,AcuRite Pro Weather Center,136.106
ID,KIDVICTO8,Victor,14,59,43.589,-111.18,6118,Ambient Weather WS-1001-WiFi (Wireless),30.165
OR,MODE04,Burns,16,4,43.589,-119.049,4152,,109.142
ID,MGRI,Atomic City,5,7,43.59,-112.94,ft,,49.415
WY,MJHBUF,Teton Village,,4,43.59,-110.849,7908,,4.423
WY,MJHMWY,Teton Village,4 minutes,26,43.59,-110.84,8177,,3.913
OR,MCSTO3,Crescent Lake,16 minutes,7,43.59,-122.06,5097,,131.546
OR,KORLAKES4,Lakeside,58,68,43.59,-124.177,154,Ambient Weather WS-1200-IP (Wireless),151.818
WY,MJHRV,Teton Village,,22,43.591,-110.873,9603,,5.949
ID,KIDNAMPA42,Nampa,4,26,43.592,-116.602,2461,AcuRite Pro Weather Center,95.205
ID,KIDNAMPA28,Nampa,3,34,43.593,-116.597,2470,other,94.872
ID,KIDBOISE171,Boise,13,16,43.593,-116.217,0,Netatmo,80.115
ID,MEBR,Atomic City,1,6,43.594,-112.652,ft,,55.506
WY,KWYTETON3,Teton Village,6 minutes,56,43.595,-110.827,6640,Davis Vantage Pro2 (Wireless),2.84
WY,KWYDUBOI4,Dubois,14 minutes,24,43.595,-109.788,7293,Ambient Weather WS-1400-IP (Wireless),22.803
ID,KIDBOISE197,Boise,28,42,43.596,-116.224,867,AcuRite Pro Weather Center,79.994
ID,KIDBOISE93,Boise,16,439,43.596,-116.208,2766,Ambient Weather WS-1001-WiFi (Wireless),79.559
ID,KIDMERID19,Meridian,8,45,43.597,-116.418,2598,Davis Vantage Pro 2,86.519
OR,MODT03,Crescent Lake,11 minutes,8,43.597,-122.033,5077,,130.247
ID,MITD80,Boise,,4,43.598,-116.29,,,81.771
ID,MTT110,Boise,,3,43.599,-116.208,,,79.245
ID,KIDVICTO7,Victor,14,46,43.599,-111.14,6128,LaCrosse,26.848
ID,KIDMERID31,Meridian,1,10,43.599,-116.423,2582,Netatmo,86.527
ID,MITD29,Hailey,11,6,43.6,-114.347,5595,,60.504
ID,MDHDI1,Fairfield,,7,43.6,-114.67,8416,,58.878
ID,MBOII,Boise,11 minutes,9,43.6,-116.177,2719,,78.347
WY,MJHR,Teton Village,,25,43.6,-110.85,ft,,3.84
WY,ME8925,Linch,,7,43.6,-106.2,,,88.072
ID,MOHOI1,Hailey,36,14,43.601,-114.316,6169,,61.134
ID,MA1325,Boise,,7,43.601,-116.348,2709,,83.456
ID,MAN707,Boise,,3,43.601,-116.348,,,83.456
ID,KIDMERID24,Meridian,,15,43.601,-116.348,2660,Idaho Department of Environmental Quality,83.456
ID,ME5072,Nampa,3,13,43.603,-116.523,2548,,90.472
ID,KIDHAILE2,Hailey,3,37,43.604,-114.33,5630,Davis VantageVUE,60.471
ID,KIDBOISE95,Boise,10,9,43.604,-116.297,2730,Oregon Scientific Professional Weather Center,81.39
ID,KIDNAMPA40,Nampa,1,16,43.605,-116.506,0,Netatmo,89.515
OR,MUR044,Crescent Lake,11 minutes,2,43.606,-122.112,4477,,130.983
WY,MC3261,Moose,23,46,43.607,-110.753,6438,,4.594
ID,KIDNAMPA18,Nampa,5,1558,43.608,-116.527,2572,Davis Vantage Vue (Wireless),90.199
ID,KIDCALDW11,Caldwell,6 minutes,45,43.608,-116.804,2566,Ambient Weather WS-1400-IP (Wireless),95.579
ID,MCLDWV,Caldwell,,3,43.609,-116.692,,,98.342
OR,MSCFO3,Crescent Lake,11,6,43.61,-122.12,4218,,130.746
ID,MITD18,Ririe,16,7,43.611,-111.705,5103,,32.703
ID,MARKI1,Boise,,20,43.611,-115.922,4159,,73.485
ID,KIDWILDE4,Wilder,12,67,43.611,-116.87,2371,AcuRite Pro Weather Center,93.426
ID,KIDBOISE164,Boise,14,25,43.611,-116.227,0,Netatmo,78.516
ID,KIDBOISE52,Boise,19,32,43.611,-116.242,2729,AcuRite Pro Weather Center,78.951
ID,KIDBOISE90,Boise,35,55,43.611,-116.157,3150,Davis Vantage Vue (Wireless),76.702
WY,MBARW4,Kaycee,,3,43.611,-106.89,,,75.428
ID,KIDNAMPA30,Nampa,2,19,43.612,-116.617,0,Netatmo,94.198
ID,KIDMERID47,Meridian,60,38,43.614,-116.452,2552,AcuRite Pro Weather Center,86.305
ID,KIDMERID26,Meridian,7,155,43.615,-116.401,2605,other,84.101
ID,KIDMERID33,Meridian,6,11,43.616,-116.443,2566,Ambient Weather WS-1200-IP (Wireless),85.733
ID,KIDBOISE86,Boise,12,4,43.616,-116.204,2713,Idaho Department of Environmental Quality,77.356
ID,KIDBOISE109,Boise,17,29,43.616,-116.176,2910,Netatmo,76.629
ID,MHOMED,Homedale,,3,43.617,-116.93,,,91.342
ID,KIDBOISE186,Boise,9,195,43.617,-116.174,2967,Ambient Weather WS-1001-WiFi (Wireless),76.474
OR,MOD120,Crescent Lake,11 minutes,3,43.617,-122.136,3935,,130.392
ID,MTT288,Boise,,3,43.618,-116.222,,,77.646
ID,MBSKI1,Fairfield,7,7,43.619,-114.868,5956,,61.425
ID,KIDNAMPA24,Nampa,5,40,43.619,-116.496,2513,other,87.775
ID,KIDCALDW15,Caldwell,60,26,43.619,-116.693,2486,Netatmo,97.563
ID,KIDBOISE84,Boise,12,5,43.619,-116.214,2690,Idaho Department of Environmental Quality,77.317
ID,MFLEI1,Fairfield,0,13,43.62,-114.899,5815,,62.387
WY,KWYKELLY5,Kelly,9 minutes,62,43.621,-110.625,6654,Davis Vantage Vue (Wireless),14.806
ID,MACRI1,Arco,18,9,43.622,-113.389,5415,,39.295
ID,KIDBOISE144,Boise,9,69,43.623,-116.297,2684,Ambient Weather WS-1001-WiFi (Wireless),79.469
ID,KIDBOISE91,Boise,8,32,43.623,-116.332,2635,AcuRite Pro Weather Center,80.692
ID,ME1715,Meridian,,3,43.624,-116.397,,,83.073
ID,KIDWILDE1,Wilder,35 minutes,90,43.624,-116.843,2628,RainWise MK-III,92.792
ID,KIDMERID39,Meridian,2 minutes,40,43.624,-116.405,2575,Ambient Weather WS-1001-WiFi (Wireless),83.396
ID,MDEA,Butte City,0,12,43.625,-113.06,ft,,41.385
ID,MARC,Arco,19,8,43.625,-113.297,ft,,37.839
ID,KIDMERID38,Meridian,2 minutes,42,43.626,-116.414,2582,AcuRite Pro Weather Center,83.572
ID,KIDBOISE207,Boise,3,149,43.626,-116.204,2713,Rainwise MK-III,76.31
ID,KIDBOISE158,Boise,1,28,43.626,-116.269,2707,Davis Vantage Pro2 (Cabled),78.242
ID,MTR257,Sun Valley,,10,43.627,-113.964,ft,,67.305
ID,MC6938,Boise,,3,43.627,-116.217,,,76.568
ID,KIDRIGBY5,Rigby,1,64,43.628,-111.923,4856,AcuRite Pro Weather Center,20.187
ID,KIDMERID55,Meridian,2 minutes,29,43.628,-116.384,2480,AcuRite Pro Weather Center,82.169
ID,KIDBOISE94,Boise,10,44,43.628,-116.236,2673,Netatmo,77.017
ID,KIDMERID27,Meridian,2 minutes,194,43.629,-116.453,2549,Davis Vantage Vue (Wireless),84.939
ID,KIDBOISE116,Boise,15,42,43.629,-116.196,2739,Netatmo,75.779
ID,MSWPI1,Sun Valley,,12,43.63,-113.97,,,67.52
ID,MTRMI1,Atlanta,2,5,43.63,-115.44,7767,,79.565
ID,KIDMERID66,Meridian,2 minutes,38,43.63,-116.44,2558,AcuRite Pro Weather Center,84.284
ID,KIDMERID53,Meridian,2 minutes,16,43.63,-116.385,2589,AcuRite Pro Weather Center,82.015
WY,MMDDW4,Kaycee,,8,43.63,-107.18,7757,,69.005
WY,MEFWW4,Dubois,13 minutes,2,43.63,-109.383,7360,,29.972
OR,MMWQLP,La Pine,,5,43.63,-121.568,,,122.709
ID,MD2643,Wilder,,14,43.632,-116.966,,,88.968
ID,KIDMERID32,Meridian,2 minutes,30,43.632,-116.45,2552,Ambient Weather WS-1001-WiFi (Wireless),84.528
ID,KIDMERID49,Meridian,,10,43.633,-116.375,2605,AcuRite Pro Weather Center,81.329
ID,MTT289,Boise,1,7,43.634,-116.172,3260,,74.628
ID,KIDBOISE200,Boise,10,104,43.635,-116.288,2715,other,77.954
ID,KIDBOISE146,Boise,2,22,43.635,-116.335,2638,AcuRite Pro Weather Center,79.612
ID,KIDBOISE50,Boise,,40,43.635,-116.031,3747,Davis Vantage Vue (Wireless),71.772
ID,KIDMERID35,Meridian,2 minutes,26,43.636,-116.38,2592,Ambient Weather WS-1001-WiFi (Wireless),81.236
ID,MC8020,Meridian,,4,43.637,-116.426,,,83.027
ID,KIDBOISE185,Boise,28,43,43.637,-116.324,2661,AcuRite Pro Weather Center,79.012
ID,MD1714,Boise,,3,43.638,-116.332,,,79.205
WY,KWYNEWCA7,Newcastle,48,16,43.638,-104.616,4107,Netatmo,125.866
OR,MELKHS,Elkton,,3,43.638,-123.57,,,133.454
OR,MYNFO3,Drain,31,7,43.638,-123.327,633,,130.593
ID,KIDCALDW21,Caldwell,6 minutes,50,43.64,-116.844,2523,AcuRite Pro Weather Center,91.098
ID,KIDRIGBY2,Rigby,1,48,43.641,-111.965,4820,Davis Vantage Pro2 (Wireless),17.709
ID,KIDMERID43,Meridian,2 minutes,49,43.642,-116.373,2602,AcuRite Pro Weather Center,80.378
ID,KIDMERID12,Meridian,,132,43.643,-116.367,2610,Davis Vantage Pro 2,80.045
OR,KORELKTO2,Elkton,11,51,43.643,-123.577,175,Ambient Weather WS-1001-WiFi (Wireless),133.036
ID,KIDHIGHL2,Highlands,7,22,43.645,-116.195,2962,Netatmo,74.078
WY,MD6538,Thermopolis,,3,43.646,-108.212,,,51.055
OR,MC1043,La Pine,,8,43.646,-121.57,4201,,120.926
ID,KIDBOISE102,Boise,14,109,43.647,-116.304,2671,Ambient Weather WS-1200-IP (Wireless),77.301
ID,KIDBOISE182,Boise,1,47,43.647,-116.287,2772,other,76.71
ID,KIDBOISE173,Boise,24,15,43.647,-116.231,2838,Netatmo,74.907
ID,KIDBOISE172,Boise,25,14,43.647,-116.231,0,Netatmo,74.907
ID,KIDBOISE1,Boise,3,493,43.647,-116.316,2659,Davis VantagePro 2,77.73
WY,MKAYW4,Kaycee,5,4,43.647,-106.808,5103,,82.283
ID,MNRF,Howe,5,6,43.648,-112.911,ft,,45.552
ID,MA1326,Boise,,3,43.648,-116.214,,,74.301
ID,MAN709,Boise,,6,43.648,-116.214,,,74.301
ID,KIDVICTO3,Victor,13,62,43.648,-111.116,6129,vantage pro 2,25.072
ID,KIDBOISE88,Boise,0,38,43.648,-116.214,2795,Idaho Department of Environmental Quality,74.301
ID,KIDMERID44,Meridian,2 minutes,104,43.649,-116.417,2569,other,81.511
ID,KIDGARDE13,Garden City,,11,43.65,-116.27,2612,Ambient Weather WS-1001-WiFi (Wireless),75.835
WY,KWYTHERM3,Thermopolis,2 minutes,31,43.65,-108.206,4327,Davis Vantage Pro2 Plus (Wireless),51.662
ID,MMYFI1,Ririe,16,8,43.651,-111.532,6835,,42.577
ID,MIDTD,Boise,,3,43.653,-116.283,,,75.97
ID,KIDRIGBY4,Rigby,4,46,43.654,-111.756,4688,Ambient Weather WS-1400-IP (Wireless),26.527
ID,KIDVICTO5,Victor,14,8,43.655,-111.089,6263,Ambient Weather WS-900-IP (Wireless),23.045
ID,KIDMERID57,Meridian,2 minutes,12,43.655,-116.414,0,Netatmo,80.817
ID,MD6555,Boise,,3,43.656,-116.345,,,77.924
ID,KIDMERID36,Meridian,,8,43.656,-116.42,2565,Netatmo,80.98
ID,KIDMERID50,Meridian,2 minutes,29,43.656,-116.379,2598,Davis Vantage Pro2 (Wireless),79.267
ID,KIDGARDE10,Garden City,3,46,43.656,-116.293,2612,Ambient Weather WS-1001-WiFi (Wireless),76.014
OR,MTS679,Crescent Lake,,9,43.656,-121.85,,,120.956
ID,KIDMERID41,Meridian,2 minutes,14,43.657,-116.416,2569,AcuRite Pro Weather Center,80.714
OR,MOWYO3,Adrian,13 minutes,6,43.658,-117.258,2630,,83.191
ID,MC7420,Nampa,,4,43.659,-116.62,,,90.337
ID,ME0650,Boise,,10,43.659,-116.289,,,75.574
WY,MLAVBT,Kelly,3,15,43.66,-110.021,10427,,41.082
WY,MOLWW4,Crowheart,,5,43.66,-109.01,8970,,56.177
OR,MRROO3,Oakridge,28,7,43.66,-122.21,2676,,127.863
ID,MSVB1H,Ketchum,20,9,43.661,-114.402,9010,,52.82
ID,MSVB,Ketchum,24,14,43.661,-114.402,ft,,52.82
ID,KIDGARFI3,Garfield,6,18,43.661,-111.943,0,LaCrosse,16.181
WY,MGTPW4,Moose,21,8,43.661,-110.712,6474,,9.202
WY,MOCKW4,Thermopolis,,3,43.664,-108.794,,,54.86
OR,MSGFO3,Culp Creek,25,12,43.664,-122.629,4326,,135.398
ID,KIDMERID29,Meridian,,46,43.665,-116.378,2588,Netatmo,78.364
ID,KIDCALDW17,Caldwell,60,55,43.666,-116.655,2402,Bloomsky,91.633
ID,KIDBOISE112,Boise,28,18,43.667,-116.242,3011,Netatmo,73.197
